19.17371,72.95616
19.17374,72.95613
19.17377,72.95607
19.17378,72.95600
19.17381,72.95596
19.17386,72.95594
19.17389,72.95589
19.17394,72.95583
19.17398,72.95578
19.17403,72.95573
19.17410,72.95566
19.17415,72.95561
19.17417,72.95559
19.17419,72.95557
19.17420,72.95556
19.17420,72.95556
19.17420,72.95556
19.17420,72.95556
19.17422,72.95554
19.17424,72.95552
19.17425,72.95550
19.17427,72.95548
19.17429,72.95545
19.17432,72.95542
19.17435,72.95538
19.17438,72.95536
19.17441,72.95532
19.17448,72.95523
19.17448,72.95523
19.17455,72.95514
19.17458,72.95508
19.17463,72.95503
19.17467,72.95498
19.17473,72.95493
19.17479,72.95488
19.17485,72.95484
19.17489,72.95477
19.17494,72.95470
19.17499,72.95464
19.17504,72.95458
19.17508,72.95454
19.17514,72.95450
19.17518,72.95445
19.17523,72.95440
19.17527,72.95437
19.17531,72.95433
19.17534,72.95429
19.17536,72.95426
19.17540,72.95423
19.17543,72.95419
19.17546,72.95414
19.17550,72.95410
19.17555,72.95405
19.17558,72.95399
19.17562,72.95395
19.17567,72.95389
19.17571,72.95384
19.17577,72.95380
19.17583,72.95375
19.17590,72.95369
19.17596,72.95365
19.17601,72.95360
19.17607,72.95356
19.17613,72.95351
19.17617,72.95343
19.17621,72.95335
19.17626,72.95328
19.17631,72.95321
19.17636,72.95314
19.17641,72.95308
19.17645,72.95301
19.17650,72.95295
19.17654,72.95292
19.17658,72.95288
19.17661,72.95284
19.17664,72.95280
19.17668,72.95275
19.17672,72.95271
19.17675,72.95268
19.17679,72.95264
19.17683,72.95261
19.17686,72.95257
19.17690,72.95253
19.17694,72.95250
19.17697,72.95246
19.17701,72.95241
19.17705,72.95236
19.17709,72.95232
19.17712,72.95227
19.17716,72.95222
19.17718,72.95219
19.17720,72.95215
19.17722,72.95212
19.17724,72.95210
19.17725,72.95208
19.17727,72.95207
19.17728,72.95206
19.17730,72.95204
19.17731,72.95202
19.17733,72.95200
19.17735,72.95198
19.17737,72.95196
19.17740,72.95193
19.17743,72.95190
19.17746,72.95186
19.17750,72.95182
19.17754,72.95176
19.17758,72.95172
19.17762,72.95168
19.17765,72.95164
19.17768,72.95160
19.17771,72.95157
19.17774,72.95154
19.17778,72.95152
19.17781,72.95149
19.17784,72.95145
19.17788,72.95141
19.17792,72.95137
19.17797,72.95133
19.17801,72.95128
19.17806,72.95123
19.17810,72.95118
19.17814,72.95114
19.17818,72.95109
19.17824,72.95104
19.17828,72.95099
19.17834,72.95094
19.17839,72.95089
19.17844,72.95083
19.17849,72.95078
19.17854,72.95072
19.17857,72.95067
19.17860,72.95062
19.17864,72.95056
19.17868,72.95052
19.17873,72.95048
19.17876,72.95046
19.17878,72.95042
19.17880,72.95039
19.17882,72.95036
19.17883,72.95034
19.17884,72.95032
19.17884,72.95030
19.17885,72.95028
19.17886,72.95025
19.17886,72.95022
19.17887,72.95020
19.17888,72.95018
19.17888,72.95016
19.17889,72.95015
19.17890,72.95014
19.17892,72.95011
19.17892,72.95008
19.17892,72.95008
19.17891,72.95002
19.17891,72.94998
19.17890,72.94993
19.17889,72.94989
19.17889,72.94989
19.17891,72.94982
19.17891,72.94978
19.17891,72.94975
19.17891,72.94972
19.17890,72.94968
19.17889,72.94966
19.17889,72.94964
19.17890,72.94962
19.17892,72.94958
19.17900,72.94957
19.17906,72.94956
19.17913,72.94955
19.17920,72.94954
19.17926,72.94953
19.17933,72.94952
19.17939,72.94952
19.17946,72.94952
19.17951,72.94952
19.17956,72.94951
19.17961,72.94950
19.17968,72.94949
19.17974,72.94948
19.17981,72.94948
19.17988,72.94946
19.17994,72.94945
19.17999,72.94944
19.18004,72.94943
19.18010,72.94942
19.18016,72.94939
19.18022,72.94938
19.18029,72.94937
19.18035,72.94936
19.18041,72.94936
19.18047,72.94936
19.18053,72.94938
19.18059,72.94938
19.18065,72.94938
19.18072,72.94939
19.18078,72.94940
19.18086,72.94940
19.18092,72.94940
19.18100,72.94941
19.18106,72.94941
19.18112,72.94940
19.18117,72.94940
19.18122,72.94940
19.18127,72.94940
19.18131,72.94940
19.18135,72.94940
19.18138,72.94940
19.18141,72.94940
19.18144,72.94940
19.18147,72.94940
19.18150,72.94940
19.18153,72.94940
19.18157,72.94940
19.18160,72.94940
19.18165,72.94941
19.18169,72.94942
19.18174,72.94942
19.18180,72.94942
19.18185,72.94942
19.18189,72.94942
19.18193,72.94942
19.18197,72.94942
19.18202,72.94942
19.18207,72.94942
19.18213,72.94942
19.18219,72.94941
19.18224,72.94941
19.18230,72.94940
19.18235,72.94940
19.18240,72.94940
19.18245,72.94939
19.18251,72.94939
19.18257,72.94938
19.18263,72.94938
19.18269,72.94937
19.18275,72.94936
19.18281,72.94936
19.18288,72.94937
19.18294,72.94937
19.18302,72.94940
19.18310,72.94940
19.18317,72.94940
19.18322,72.94937
19.18326,72.94934
19.18329,72.94930
19.18331,72.94926
19.18332,72.94922
19.18331,72.94920
19.18330,72.94918
19.18330,72.94918
