19.11132,72.92838
19.11144,72.92839
19.11144,72.92839
19.11156,72.9284
19.11156,72.9284
19.11168,72.92841
19.11168,72.92841
19.1118,72.92842
19.1118,72.92842
19.11193,72.92843
19.11193,72.92843
19.11206,72.92844
19.11206,72.92844
19.1122,72.92844
19.1122,72.92844
19.11234,72.92845
19.11234,72.92845
19.11249,72.92845
19.11249,72.92845
19.11263,72.92845
19.11263,72.92845
19.11277,72.92844
19.11293,72.92842
19.11293,72.92842
19.11308,72.92842
19.11308,72.92842
19.11323,72.92841
19.11323,72.92841
19.11339,72.92841
19.11339,72.92841
19.11357,72.92838
19.11357,72.92838
19.11374,72.92837
19.11374,72.92837
19.1139,72.92836
19.1139,72.92836
19.11408,72.92836
19.11408,72.92836
19.11425,72.92834
19.11425,72.92834
19.11443,72.92833
19.11443,72.92833
19.1146,72.92832
19.1146,72.92832
19.11483,72.92828
19.11483,72.92828
19.11502,72.92827
19.11502,72.92827
19.11518,72.92823
19.11518,72.92823
19.11535,72.92821
19.11535,72.92821
19.11553,72.9282
19.11553,72.9282
19.11571,72.92819
19.1159,72.92817
19.1159,72.92817
19.11609,72.92816
19.11609,72.92816
19.11629,72.92818
19.11629,72.92818
19.11648,72.92819
19.11648,72.92819
19.11668,72.9282
19.11668,72.9282
19.11688,72.9282
19.11688,72.9282
19.11707,72.92819
19.11707,72.92819
19.11727,72.92818
19.11737,72.92818
19.11748,72.92818
19.11758,72.92818
19.11768,72.92816
19.11768,72.92816
19.11789,72.92815
19.11789,72.92815
19.1181,72.92814
19.1181,72.92814
19.11831,72.92813
19.11831,72.92813
19.11852,72.92812
19.11852,72.92812
19.11874,72.9281
19.11874,72.9281
19.11896,72.92808
19.11896,72.92808
19.11917,72.92806
19.11917,72.92806
19.11938,72.92804
19.11938,72.92804
19.1196,72.92803
19.11981,72.92802
19.11981,72.92802
19.12002,72.928
19.12002,72.928
19.12002,72.928
19.12024,72.92799
19.12046,72.92798
19.12046,72.92798
19.12067,72.92797
19.12067,72.92797
19.12089,72.92795
19.12089,72.92795
19.12111,72.92794
19.12111,72.92794
19.12133,72.92794
19.12133,72.92794
19.12154,72.92792
19.12154,72.92792
19.12176,72.92792
19.12176,72.92792
19.12198,72.92791
19.12198,72.92791
19.12221,72.92791
19.12221,72.92791
19.12243,72.92791
19.12243,72.92791
19.12265,72.9279
19.12265,72.9279
19.12287,72.9279
19.12287,72.9279
19.12308,72.92789
19.12308,72.92789
19.1233,72.92789
19.1233,72.92789
19.12352,72.92788
19.12352,72.92788
19.12374,72.92788
19.12374,72.92788
19.12395,72.92787
19.12395,72.92787
19.12416,72.92786
19.12416,72.92786
19.12438,72.92786
19.12438,72.92786
19.12459,72.92784
19.1248,72.92782
19.1248,72.92782
19.12502,72.92782
19.12502,72.92782
19.12523,72.92781
19.12523,72.92781
19.12545,72.9278
19.12545,72.9278
19.12566,72.9278
19.12566,72.9278
19.12588,72.92782
19.12588,72.92782
19.1261,72.92783
19.1261,72.92783
19.12632,72.92784
19.12632,72.92784
19.12653,72.92785
19.12653,72.92785
19.12675,72.92787
19.12675,72.92787
19.12696,72.92789
19.12696,72.92789
19.12718,72.92791
19.12718,72.92791
19.12738,72.92792
19.12738,72.92792
19.12759,72.92795
19.12759,72.92795
19.1278,72.92798
19.1278,72.92798
19.128,72.92802
19.128,72.92802
19.1282,72.92807
19.1282,72.92807
19.1284,72.92811
19.1284,72.92811
19.1286,72.92818
19.1286,72.92818
19.1288,72.92826
19.1288,72.92826
19.129,72.9283
19.129,72.9283
19.1292,72.92835
19.1292,72.92835
19.1294,72.9284
19.12959,72.92847
19.12959,72.92847
19.12978,72.92855
19.12978,72.92855
19.12998,72.92863
19.12998,72.92863
19.13016,72.92872
19.13016,72.92872
19.13034,72.9288
19.13034,72.9288
19.13052,72.92888
19.13052,72.92888
19.13071,72.92894
19.13071,72.92894
19.13089,72.92901
19.13089,72.92901
19.13107,72.92909
19.13107,72.92909
19.13124,72.92918
19.13124,72.92918
19.13141,72.92926
19.13141,72.92926
19.13158,72.92934
19.13158,72.92934
19.13176,72.92944
